6214	gal0	gal5	gal10	gal15	gal20	gal30	gal45	gal60	gal90	gal120	gal240	gal480	gal720	gal960	gal1200	gal1440	glu0	glu5	glu10	glu15	glu20	glu225	glu25	glu30	glu60	glu120	glu240	glu360	glu480	glu600	glu720
YCR073W	0.394095133	0.613426221	0.058072927	0.406561563	0.1750528	0.007219448	0.575629708	0.246819272	0.555530098	0.451693416	0.321172002	0.775559962	0.527207278	0.940485459	0.248967853	0.47219995	0.889936025	0.786156112	1.262097092	0.861727744	0.882162027	0.945709523	0.842963227	1.025195596	0.312004717	0.778743105	0.875121509	0.365796344	0.438298532	0.788339098	0.588575611
YCR075C	-0.004392183	-0.294580892	0.118012615	0.14264381	0.301853318	0.290728309	0.30700049	0.353141188	0.400220763	0.109422277	0.007019696	-0.015848062	0.073022995	0.048017033	0.401355998	0.024846594	0.005023509	-0.113505326	-0.254241042	-0.087024265	-0.057797078	0.021229453	0.04787665	-0.064678523	-0.078634861	-0.013606966	0.146960208	0.013420874	-0.090707014	-0.233067489	0.009664236
YCR076C	-0.248634322	-0.04995279	0.018438347	0.16590642	0.34944151	0.616208258	0.348123762	0.265054007	0.157063499	0.160663232	0.068552096	0.050790823	0.122507746	0.092415993	0.102499306	0.127363289	0.133362749	-0.038055759	0.029366034	0.001018971	0.064995395	-1.89E-05	-0.088360905	0.166938848	0.098952128	0.233907191	0.432345547	-0.017706061	-0.046054673	-0.097438586	-0.162677676
YCR077C	-0.065544899	-0.1287889	0.127883101	0.050741478	0.242783339	0.177716533	0.222667607	0.158947579	0.147610372	0.164352507	0.102080035	0.045584485	-0.005549588	0.059659464	0.111984129	0.124204624	-0.063395251	-0.040921248	-0.081137824	0.006885047	-0.020959907	0.056261137	0.116240938	0.208296783	0.150426151	-0.056156946	-0.058649538	0.293047267	0.319748378	0.192447065	0.313444644
YCR079W	-0.543464143	-0.381217692	-0.177816763	0.26510905	0.528627657	0.447467975	0.267726104	0.164549282	0.057597472	0.215932105	-0.079288545	-0.064195622	-0.121378745	-0.189160291	-0.111244622	-0.028216082	0.091383734	-0.162619071	-0.032836264	-0.052754142	0.082654881	0.104853797	0.085745918	0.214603489	0.029069786	0.066942233	0.143808857	-0.201126795	-0.29299923	-0.192586606	-0.275712972
YCR081W	0.007968178	-0.253683492	-0.073287664	-0.059544497	-0.097230423	-0.037387313	0.163880463	-0.132282369	-0.458806754	0.006927699	-0.288985161	-0.225080038	-0.286691169	-0.052611897	-0.270332001	-0.292666588	-0.168111014	0.222262503	0.196943022	0.134161298	0.085922897	0.034651164	0.026091977	0.041857069	0.233120949	-0.028931817	-0.18841933	0.197382482	0.324404004	0.0027168	0.217122242
YCR082W	0.112839383	0.214846629	0.028354433	-0.113148559	0.057694789	0.061154745	0.097643891	0.110474948	-0.063175968	-0.07214512	0.023335802	-0.059884144	-0.100784872	-0.111384747	-0.066953709	-0.06851565	0.085953537	0.167400249	0.055440948	0.028450763	0.026901366	-0.078467942	-0.125431853	-0.186765143	-0.051405119	0.095179813	-0.041803688	-0.143481079	-0.274401167	-0.047620256	-0.064188475
YCR083W	-0.155365356	-0.214553637	0.006391667	0.135996994	0.375023467	0.436495238	0.311877422	0.284097482	0.234359735	0.190861961	0.049394566	-0.162405927	-0.221117232	-0.191067073	-0.099918126	-0.174129339	0.169221005	0.082046454	0.141973892	0.105612859	0.098644049	-0.069007526	-0.239746576	-0.20174246	0.092372608	0.244185411	-0.059813614	-0.578465925	-0.681043403	-0.827682289	-0.535368506
YCR084C	-0.072339972	-0.102987232	-0.167280935	-0.057395045	-0.258659621	-0.202811573	-0.066571332	0.124045938	0.179046553	0.238997511	0.124011458	0.090640527	0.02485187	0.069678501	0.010817721	0.195478345	-0.062330174	-0.035118724	-0.068104671	0.001782751	0.074082348	0.107185994	0.13756114	0.253924691	0.057796297	0.035660072	0.08607904	-0.065232688	-0.120982282	0.059628503	-0.030511283
YCR085W	-0.073953899	0.236849816	-0.18160242	0.014588064	-0.34577733	-0.343223002	-0.316885973	-0.08027422	0.079348604	-0.070891056	-0.07266014	-0.208481419	-0.253004862	-0.060132102	-0.085551136	-0.070570132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR086W	-0.103021464	0.234969154	0.061572186	-0.058164387	-0.092660301	0.188411241	0.109319332	0.219033813	0.278717319	0.135739097	-0.034207813	-0.195620379	-0.09193651	-0.006021411	0.164679158	0.081714934	0.064391651	0.142110598	0.158921675	0.224471288	0.140284206	0.121602055	0.087559331	0.161245987	-0.187657261	0.11752727	0.002712631	-0.63189604	-0.708581175	-0.633519058	-0.357636632
YCR087C	0.511760362	0.640162418	0.203369529	-0.224512804	-0.353408032	-0.80135731	-0.381380037	-0.17469701	0.042789642	0.222892649	0.41065595	0.278658845	-0.39288639	0.038519129	-0.061244525	-0.203100954	-0.018813629	-0.035506007	0.260216559	0.314462758	0.194733268	-0.012478025	-0.285705914	-0.383218789	-0.476122542	-0.256857439	-0.735745191	-0.080508889	0.013794448	0.030755538	0.034453444
YCR087W	-0.287662315	-0.086192044	-0.151500994	0.098551567	-0.397700198	-0.343284137	-0.480003497	-0.260779023	-0.374456234	-0.413714779	-0.362575818	0.195376081	-0.205787629	-0.034473874	-0.388611967	-0.075826292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR088W	-0.111701658	-0.125896865	-0.158001467	0.166461862	0.210151025	0.426975555	0.641255512	0.442909559	0.324174292	0.199995277	0.115089069	0.233804156	0.183720661	0.10982069	0.039357888	0.222805506	0.016431061	-0.038986707	-0.036649905	0.02010217	0.040999071	-0.000114258	-0.084405127	0.187624937	0.296288793	0.344553286	0.484215817	0.29855066	0.285387234	-0.021712991	0.157636942
YCR089W	-0.136575352	-0.049083111	-0.02811526	0.142802417	0.104362222	0.188057522	0.141852513	0.039263823	0.030717169	0.078887422	-0.040037097	-0.003411268	0.019697944	0.062009861	-0.073337869	0.097220866	-0.092737519	-0.243388737	-0.118773626	-0.089132002	0.013337837	0.075896369	0.142554146	0.192974923	0.045990151	-0.010576882	0.019866215	0.103029099	0.271800115	0.121268075	0.129898805
YCR090C	-0.021305543	0.016293591	0.17402294	0.090627158	0.090185114	0.199272182	0.078831023	0.29135591	0.139754989	-0.130649101	0.020012284	-0.04685348	-0.125308126	-0.032138609	0.033626941	-0.054293203	-0.015780045	-0.038101705	0.136878149	0.100947117	0.131146175	-0.031583827	-0.124825976	-0.150438642	-0.09972928	-0.279179431	-0.086131503	-0.034533158	-0.012132645	-0.158325796	-0.041957451
YCR091W	-1.279126358	-1.787631125	-0.482834583	0.443618889	0.66779968	0.427323785	-0.0326348	-0.191979317	-0.321610208	-0.119768016	-0.293437707	-0.132104321	-0.32581982	-0.273325441	-0.119006454	0.070026287	-0.039410635	-0.959970293	-0.845659036	-1.031546052	-0.544335945	-0.390195074	-0.303548537	-0.280417611	0.319573279	0.482335818	0.844044848	0.001342311	-0.108977822	-0.141682712	-0.198852745
YCR092C	-0.035580821	-0.105238481	-0.321922842	-0.534045681	-0.661412564	-0.518307401	0.00816322	0.024375577	0.207025468	-0.03857107	0.030663314	-0.016781252	0.030783125	0.16953819	0.038244523	0.128573781	-0.165388741	-0.181476981	-0.083262718	-0.105536857	-0.090589468	-0.14010563	-0.145514388	-0.023743268	0.120403076	-0.070707462	-0.098398639	0.182943722	0.191284924	-0.064568961	0.141708717
YCR093W	-0.050314849	0.114863603	-0.028107222	0.117927539	-0.065979285	0.048976291	0.214329995	0.19066237	-0.095190293	-0.041174977	-0.245279495	-0.002037383	-0.173260334	-0.166627034	-0.134135451	-0.051776479	0.043786022	0.184987685	0.158915944	0.254172746	0.121951664	0.194259702	0.151645771	0.210993118	0.011054596	0.0136563	-0.079951649	-0.121722064	0.021409742	-0.124705156	-0.027608948
YCR094W	-0.005551075	-0.163467497	0.028171602	-0.15193769	-0.148210531	-0.278865983	-0.095512044	-0.114024475	-0.042603859	-0.147983056	0.057630963	0.180168013	0.203144865	0.077968916	0.237069271	0.091682457	-0.222954462	-0.044903664	-0.155891165	-0.067095265	-0.09571885	-0.012456327	0.040897161	-0.095428237	0.141142819	-0.081864672	0.017959844	0.351896214	0.402029679	0.229592138	0.27215907
YCR095C	-0.330376818	-0.194163722	-0.462062064	-0.313716722	-0.299526811	-0.282561656	-0.38193111	-0.246589705	-0.275022711	-0.102858733	-0.125113093	-0.061149796	-0.255738574	-0.093864246	-0.058997234	0.071201287	-0.163362444	-0.105315833	-0.033422184	-0.09630909	0.015683935	0.001558189	-0.002414301	-0.130517858	-0.05779852	-0.037327354	-0.050181534	-0.057877357	-0.07882048	0.025790406	-0.144396578
YCR096C	-0.473575754	-0.506054703	-0.107437227	0.102448329	0.245144385	0.069810032	-0.102230004	-0.113245909	-0.070152482	-0.05666763	-0.069441029	-0.123766961	-0.121302416	0.015319172	-0.007168356	0.015043388	-0.096165301	-0.004287834	0.05280569	-0.052797062	0.054611763	0.006965342	0.007753962	-0.076077405	0.112850679	0.15464295	0.23738576	-0.306873335	-0.465268455	-0.188314802	-0.061024876
YCR097W	-0.111526446	-0.035254411	0.037883774	-0.124194282	-0.019928458	0.013339864	-0.184108196	-0.099769605	0.051085628	-0.041551398	-0.064248671	-0.362028202	-0.385461056	-0.312128452	-0.130687154	-0.145294576	-0.09068586	0.111949283	0.143068285	0.243705639	0.2206705	0.279086451	0.295931391	0.075342591	-0.425456266	-0.201010082	-0.331558043	1.071270448	1.53119328	1.274893671	1.149279187
YCR098C	1.846004173	1.654971174	2.115928573	1.867535479	1.660186674	1.618337659	2.13373339	2.0567428	2.391925163	1.914273804	0.621486213	-1.188399137	-0.899993209	-0.794080435	-1.299322079	-1.085176787	0.103218947	0.094169982	-0.140731473	0.24707771	0.765427678	0.86180818	0.917984839	1.252696152	0.284860872	0.688615599	1.704692632	0.114713988	-0.281018433	-0.255626368	-0.173941647
YCR099C	-0.312879402	-0.51130006	0.026391462	0.057337305	-0.070002487	-0.046837951	0.057782634	0.015746071	0.009222599	0.174225453	-0.360220999	-0.240446542	-0.301551106	-0.157965	-0.200645787	0.355942901	-0.239537838	-0.183411557	-0.053333735	-0.102545145	0.006974239	0.054571855	0.077530448	0.105865852	-0.14728428	-0.194608153	-0.105494048	-0.299655617	-0.320035085	-0.171254098	-0.145328737
YCR100C	-0.045820224	-0.350783075	0.264832117	0.059798732	0.005833558	-0.015815943	-0.031384846	0.095131702	0.073824168	-0.09302685	-0.34215743	-0.185395479	-0.19866265	-0.315269866	0.042401763	0.392376135	-0.229127228	-0.149529251	-0.314190593	0.135344917	0.039976843	0.045185174	-0.021466791	0.258758047	0.013396921	-0.137512968	-0.139006083	0.239151292	0.039858188	-0.154473612	0.014473113
YCR101C	-0.290482556	-0.140740486	-0.090206259	0.013308886	-0.116705675	-0.161635995	-0.075094534	-0.072612421	-0.46167875	-0.06554327	-0.455437897	-0.084245949	-0.231033743	-0.433227962	-0.353958783	0.181642325	-0.085580662	0.082643157	0.110669041	0.082763149	0.327771178	0.27285982	0.214067624	0.223174538	-0.045551995	0.017231842	0.05370108	0.086490082	-0.129220998	-0.449026904	-0.203158602
YCR102C	0.514643723	0.456920532	0.507654563	0.429007765	0.485643943	0.309704054	0.292187889	0.275722675	0.426738383	0.420230983	0.880671236	1.197834743	0.791346037	0.508320711	0.193795228	0.263570057	-0.759363912	-0.919863625	-0.822687067	-0.639904874	-0.537087295	-0.501701803	-0.488026824	-0.207059579	-0.202375623	-0.034009388	-0.218591911	2.017878581	1.823674082	1.500463001	1.326270935
YCR102W	-0.242130159	-0.251673957	-0.03837463	-0.192742029	-0.10505338	-0.478907488	-0.546958423	-0.503376278	-0.40654795	-0.281492809	0.024885146	0.499403461	0.532841703	0.39410981	0.313819923	0.182491859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR104W	-2.20768282	-2.638355099	-2.751778136	-2.611031099	-2.55552782	-2.292963954	-2.055857569	-2.028238535	-1.970889681	-1.801557004	-1.110837379	1.796927198	2.284391362	1.995424117	1.249180318	0.716141355	-2.430808635	-2.655985209	-2.784664174	-2.685330738	-2.620835828	-2.39783134	-2.182245699	-1.708327264	-1.660658124	-1.487789379	1.385418815	2.570986147	2.723885873	2.243888602	1.7512979
YCR105W	0.190325984	-0.352722143	-0.260904571	-0.444501549	-0.367657347	-0.173117455	-0.079357238	-0.186495329	-0.194471979	-0.028063433	0.028686772	0.220172357	0.180014463	0.350701417	0.361227531	0.337372681	-0.116240531	-0.169949849	0.220494894	-0.036740459	-0.021487955	-0.04004907	-0.086994424	-0.101168046	0.304493613	-0.051555669	0.207323909	0.19556033	0.258155978	0.128575118	0.118162602
YCR106W	-0.04296963	-0.094262658	-0.151561736	-0.332314994	-0.236135623	-0.257395338	-0.161636328	-0.333378349	-0.489171538	-0.037268087	-0.345901977	-0.032639064	-0.105394414	-0.249449773	-0.385163424	-0.190171474	-0.022408683	-0.020770064	0.052004814	0.157963718	0.229685055	0.182935898	0.109074153	0.194776848	-0.1629141	-0.174174178	-0.349452469	-0.079655351	-0.059610968	-0.332132864	-0.240304242
YCR107W	-0.068577809	0.157107333	-0.014787019	-0.049467446	-0.130180555	-0.287239373	-0.176551808	-0.124901091	-0.009840767	0.036127206	0.008314022	0.164642834	0.120876219	0.201316472	-0.02578963	-0.025349337	-0.063638011	-0.106129808	0.01624247	0.119685279	0.023431007	0.028939198	0.011803571	0.004874417	0.028391899	-0.114774551	-0.206333303	0.093114041	0.132486391	-0.114852268	-0.069999145
YDL001W	0.045904546	0.139690169	0.161571137	0.002838045	-0.116454337	0.113622044	0.155707056	0.062450553	0.181069812	0.097847152	0.01965219	-0.002326772	0.009181289	0.129928698	0.008967313	0.12940367	-0.080749549	-0.009000364	-0.001803666	0.08355392	0.177795674	0.214326128	0.267406137	0.060243948	0.006016196	0.200751569	0.126530575	0.065024561	0.267747197	0.113553173	0.072844369
YDL002C	-0.036042124	0.036434235	0.297069723	0.357862141	0.330388369	0.140095918	0.02637629	0.104144864	0.165413386	0.227391859	0.065477246	-0.090164771	0.03167991	-0.030402928	0.061496989	0.067332141	-0.048398206	-0.093552646	0.132198932	0.16689294	0.10290647	0.061880017	-0.015676803	0.051953775	0.205821586	0.026197131	0.032087153	-0.005903353	0.174234216	-0.10629922	-0.016337513
YDL003W	0.152598711	0.221854049	-1.396339591	-2.130074895	-1.64246462	-0.941656245	0.575747432	0.795975253	0.452978615	0.075479716	0.043769045	0.037722831	0.105511539	-0.017273142	0.20180849	0.192885714	-0.088442511	-0.006020395	0.008347378	0.053199592	0.055686371	0.106907481	0.05751755	-0.220701662	0.045698132	-0.041927367	-0.25019397	-0.192195448	-0.062915699	0.012684156	-0.104256653
YDL004W	0.522744437	0.620250096	0.670392033	0.661430307	0.639086831	0.674591232	0.179467541	0.169679848	0.214857103	0.037879918	-0.168199363	-0.459167721	-0.451575358	-0.48167887	-0.268935335	-0.179519172	0.849115069	0.58800962	0.690826995	0.434377782	0.340840658	0.179896559	0.016110861	-0.024814639	0.10265236	0.149928737	0.219554512	-0.472598102	-0.506978768	-0.652691594	-0.490664321
YDL005C	-0.075494692	-0.1215498	-0.057383364	0.152803012	0.000447023	-0.128801212	-0.24774579	-0.156906933	-0.071670115	-0.056755293	-0.042100147	-0.000232617	-0.003054219	-0.019423049	-0.124941722	-0.016459735	-0.060267996	-0.114997618	-0.032393694	-0.066392262	-0.135724258	-0.042101343	0.033736345	-0.138444168	-0.071260573	0.116123017	-0.064267569	0.100100017	0.197057826	0.178391412	0.102101977
YDL006W	0.050338088	-0.047148392	0.274168332	0.336750703	0.278298448	0.071762259	0.012692677	0.009628069	0.108497303	0.068795012	0.225790312	0.216191481	0.137765273	0.140500133	0.150296021	0.123682957	0.000386034	-0.072801342	0.093505042	0.154925987	0.001876558	0.094790305	0.122724754	0.082354333	-0.03262319	0.05003046	-0.053724986	0.170613597	0.298984037	0.231437331	0.215302184
YDL007W	-0.185026605	-0.163957512	-0.033891712	0.089909559	0.26088171	0.279882974	0.440042224	0.108490483	-0.210383189	-0.169695002	-0.130693212	-0.128117342	-0.102552352	-0.242706237	-0.123919831	-0.105434937	0.065233237	0.036806173	-0.122496683	-0.008465247	-0.108903765	-0.06383563	-0.024549482	0.036437594	0.089929151	0.030723156	-0.131446287	-0.328983836	-0.355066396	-0.083689098	-0.07565496
YDL008W	-0.031278347	-0.024116397	0.078917246	0.009895205	0.277070751	0.264590008	0.26975691	0.232732994	0.141902432	0.010673067	-0.03103283	-0.082829595	-0.236676289	-0.185794136	-0.112661906	-0.014615889	0.048143113	0.037248972	0.278241501	0.273905586	0.318759143	0.250766562	0.244892733	0.210732016	-0.027823375	-0.288632505	-0.372300701	-0.356857547	-0.343208827	-0.345896703	-0.201774256
YDL009C	-0.016610708	-0.220205981	0.012095161	-0.241565092	0.048285211	-0.219917088	-0.044463828	0.074895718	-0.354625609	-0.557364556	-0.301095391	-0.068311195	-0.332164675	-0.124572711	-0.061773522	-0.127901719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL010W	-0.090311373	-0.27110071	-0.209929951	-0.243444567	-0.045931717	-0.011232861	0.355776234	0.229220216	0.082887511	-0.144725902	0.088712014	0.268871205	0.080266832	0.018184491	0.129160246	0.163259688	0.051943578	-0.101943815	-0.175067582	-0.129676984	-0.033044298	-0.141149642	-0.199075382	-0.229036242	-0.12826361	-0.053352652	0.103659198	0.325373383	0.299695472	0.063930807	0.182215488
YDL011C	-0.250269471	0.111586682	0.081001875	-0.225203236	-0.449834212	-0.660436745	-0.043703577	-0.021516052	-0.334260035	-0.891093449	-0.293795019	0.657240802	0.194461168	0.836991032	0.16570152	0.002159061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL012C	0.341216996	0.261729058	0.218444384	0.249797501	0.13372698	0.210638091	0.195989754	0.238532206	0.4661302	0.263710758	0.29814031	0.151809574	0.078860968	0.195156322	0.176099067	0.198803905	0.066435319	0.08663265	0.150996753	0.3805742	0.251241231	0.231350688	0.2673829	0.266891309	0.214396582	0.157192682	-0.000286323	0.120104342	0.079298776	-0.017933166	0.207774371
YDL013W	-0.036755336	-0.142308339	-0.420161551	-0.243452517	-0.05735227	-0.039950828	0.081350009	0.025812956	0.064276392	0.18856695	0.13416459	-0.035196214	0.046168512	0.026498791	0.177748312	0.019635711	-0.11236633	-0.050856489	-0.179049776	0.025810014	-0.150566465	-0.076224229	-0.032458241	0.071848242	-0.004851913	0.056431647	0.071628814	0.039772715	0.141596535	0.1030064	-0.004733874
YDL014W	-0.281520243	-0.478522643	-1.059301766	-0.699537684	-1.478109484	-0.365784513	-0.341961872	-0.561753153	-0.145095252	-0.79773831	-0.408259244	-0.744889297	-0.452043117	-0.780284133	-0.383761286	-0.527577244	0.228477352	0.457756541	-0.539902666	0.644697174	-0.721247527	-0.034985565	0.245630018	-1.210695698	-0.279075241	0.242179612	-0.647746599	-0.980484656	-0.546917092	-0.738524676	-0.210584757
YDL015C	0.018636371	0.034881491	-0.037454239	-0.00327094	0.012123353	0.002793219	0.027003242	-0.03832353	-0.074702373	0.031186919	0.063519251	0.239692675	0.186861008	0.188048373	0.282070842	0.207427561	0.039350439	-0.00598974	-0.006548806	0.020185172	-0.040680586	-0.036470152	-0.076165261	0.032443713	0.041929923	0.019425208	0.172040683	0.389593955	0.224979929	0.390354863	0.188569057
YDL016C	-0.405660339	-0.044118517	-0.322964046	-0.340144673	-0.506483014	-0.743962666	-0.643655276	0.070877782	0.029117328	-0.464978647	-0.296471901	-0.348540224	-0.56067177	-0.211252454	-0.435309515	-0.30076415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL017W	-0.279837149	-0.402532955	-0.099805077	-0.159290908	-0.139322115	-0.029419537	0.2021603	-0.09002908	-0.192362148	-0.133538438	-0.095863416	-0.12420861	-0.126737238	-0.08385339	-0.269079841	-0.11887594	-0.176945089	0.079673332	-0.106861124	-0.111739786	0.087086752	-0.003118365	-0.155601598	-0.183353345	-0.139944817	-0.157941862	-0.372077041	-0.134959356	-0.144320813	-0.136789749	-0.340857416
YDL018C	0.117818866	-0.086011838	0.261842031	0.132865769	0.490098992	0.144230614	0.365379056	0.353139733	0.080516756	-0.331517706	-0.045943039	0.001576835	0.018939606	-0.106000998	0.327911036	-0.020822135	0.055029511	0.069905742	-0.057590023	0.162318975	0.10022671	0.072227137	-0.013978061	-0.071671938	-0.034371807	-0.143333681	-0.201278706	-0.035087749	-0.057316438	-0.061674981	-0.006043073
YDL019C	-0.452052757	-0.596998593	-0.194485892	-0.028796805	0.229111244	0.284681837	-0.002670737	0.001213932	-0.049222576	0.258733438	-0.067003674	-0.060229821	-0.030968788	0.041997485	0.128380193	0.127724587	-0.084078416	-0.208373502	-0.446105982	-0.498304127	-0.538975651	-0.407164521	-0.286256465	-0.341589111	0.114234237	0.282032209	0.417843774	0.089383976	-0.039493301	-0.1140644	-0.055416441
YDL020C	-0.044881984	-0.304166443	0.070205141	-0.217866744	0.134391842	0.45699467	0.266136389	-0.118390528	-0.198137593	-0.161059758	-0.033869799	-0.127405392	-0.155639464	-0.133679306	-0.141624165	-0.308679728	0.131804249	-0.084931682	-0.320608666	-0.090924732	-0.0233029	-0.082257017	-0.08715303	0.008587085	0.028915389	0.259566944	-0.144901917	0.125000094	0.183139844	0.005018458	-0.096132858
YDL021W	-1.89312069	-2.341805115	-1.300925178	-0.527099946	-0.079349421	0.166758137	0.449163821	0.411505924	0.507632999	1.118673534	0.272832738	0.304692912	0.398208601	0.457567801	0.698945202	0.648081816	-0.723794485	-1.509811921	-1.568970639	-1.350421105	-0.423427496	0.006010606	0.234372488	0.756897722	1.622621	1.221047826	1.667308435	0.246693572	-0.272976339	-0.554417442	-0.489258986
YDL022W	-0.245878732	-0.607041767	-0.060133432	0.098626052	0.251265327	0.216449292	-0.126573705	-0.284425204	-0.258109375	0.059289267	-0.231752487	0.308352228	0.236541222	0.378721418	0.541077041	0.43973505	0.24061693	-0.252609723	-0.763943772	-0.819286132	0.298172989	0.393812612	0.562881092	0.946369417	0.742588023	0.371270382	0.833866253	0.41978412	0.226990276	-0.199718639	0.130461283
YDL023C	0.376076571	-0.194438804	0.223783821	0.525314542	0.238528399	0.379046447	0.530045587	0.178624511	0.394357468	0.515127852	0.326419615	-0.007576974	0.206866004	0.656424361	0.215689366	0.543715779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL024C	-0.306845941	-0.546304117	-0.135192335	-0.407170653	0.086768863	0.000623921	-0.350015469	-0.129701273	-0.167623225	-0.102484548	0.246875359	0.244374884	0.278823807	0.170615584	0.294537025	0.261124575	0.081169936	-0.147056143	0.345903451	0.214205344	0.31353922	0.319146183	0.206300212	0.360906963	0.571480822	0.238635117	0.517499496	0.088911808	0.002792222	-0.075084622	0.039223186
YDL025C	-0.251951724	-0.33071768	0.030795361	0.4800849	0.468797364	0.209166554	-0.198895323	-0.220404632	-0.294718083	-0.041691619	-0.514890341	-0.185698764	-0.175251534	-0.345443462	-0.045035752	-0.107375344	0.114952449	0.159531029	0.114975498	0.359307453	0.629513456	0.68708059	0.735996213	0.798045498	0.024543152	-0.152403637	0.033002271	-0.547253337	-0.658018718	-0.690948333	-0.54486535
YDL026W	-0.146425209	0.066252702	-0.369189361	-0.443035634	-1.507171105	-0.145139298	-0.806392859	-0.190202898	-0.159000314	0.1351935	-0.374585366	-0.333844611	-0.097706608	-0.401478262	-0.129057439	-0.248026662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL027C	-0.267255412	-0.274899156	0.222572641	0.579988025	0.897471358	0.903975627	0.427485751	0.010410432	-0.161239866	-0.037587648	0.011502714	0.127599704	-0.007861729	-0.08077821	0.007106825	-0.037241843	0.317122643	0.025361746	-0.006896643	-0.079179109	0.085868299	0.17542166	0.231269563	0.39572837	0.217170653	0.301648294	0.589843067	-0.068969721	-0.330872844	-0.353235195	-0.379816925
YDL028C	-0.001100824	0.05389832	0.179183392	0.031661573	0.074115201	0.175807771	0.417181511	0.168917437	0.413495518	0.261622314	-0.053111852	0.02015765	0.119298655	-0.035080577	0.132841045	0.02448008	0.008391096	-0.048025191	0.036268251	0.122021123	0.257696916	0.184311431	0.10854562	0.000975268	-0.035634822	-0.056176133	-0.175975326	0.01241355	0.018477581	-0.035300761	0.013969617
YDL029W	-0.370190321	-0.254366986	-0.158021669	-0.038412715	0.181581614	0.297126821	-0.032502531	-0.102929793	-0.244342527	-0.130360074	-0.195724541	0.133620305	-0.183022558	-0.159815149	-0.126795292	-0.03888675	0.048400986	-0.153649014	-0.157348349	-0.150016502	-0.141671155	-0.081478864	-0.03343983	0.131481163	0.164260186	-0.044671013	0.127913105	-0.214662189	-0.264402397	-0.12141373	-0.146874973
YDL030W	0.271690424	0.232996001	-0.148190956	-0.440308035	-0.313194129	-0.202800065	-0.102492844	-0.036848961	0.034522715	0.129171557	0.024017173	-0.06155646	-0.099187899	-0.189024305	0.063963852	-0.058823825	-0.183665212	-0.079554359	0.132719208	0.002349412	0.087036286	-0.01944421	-0.095191921	-0.12225765	-0.098637667	-0.197397828	-0.593998308	-0.190954936	-0.048639393	-0.191293505	-0.045146248
YDL031W	0.316118883	0.703920709	0.045842975	-0.775846339	-1.390599973	-1.353566862	-0.677634213	-0.274664496	-0.016399376	0.006576853	0.087006062	0.012965212	-0.044780835	-0.008232045	-0.088285367	-0.090802504	-0.104735127	0.040382981	0.437388008	0.413230639	0.138288959	-0.094483949	-0.28001997	-0.541248248	-0.39614093	-0.158419704	-0.370100781	-0.101657283	-0.06470103	0.159510834	0.067126051
YDL032W	-0.400309931	-0.510582253	-0.517080403	-0.257545886	-0.180659086	-0.078438134	-0.4496161	-0.149926173	-0.064237969	-0.041199335	0.152894197	0.713312271	0.820972412	0.627405345	0.431002225	0.602347815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL033C	-0.170724209	0.217214013	-0.022751435	0.069515939	0.145975396	-0.098110864	0.176154968	0.003558203	-0.292240661	-0.443200905	-0.413891465	-0.286259262	-0.326212886	-0.261169352	-0.2275102	-0.054442473	0.099851579	0.12036417	0.249914027	0.372825286	0.20322221	0.198560532	0.135752246	0.175777646	-0.224305068	-0.231580168	-0.308689696	-0.2549963	-0.27648551	-0.125392848	-0.06386107
YDL034W	0.219167329	0.312428537	0.452881922	0.445299382	0.368850827	0.624324	0.372450211	-0.133655746	-0.088238692	-0.619420539	-0.406338617	-0.521353496	-0.146314784	-0.529444553	0.015623054	-0.322758547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL035C	-0.570821716	-0.430718993	-0.245413307	0.10860419	0.20747747	0.142341732	-0.022723209	-0.006623275	-0.042304703	0.238027518	-0.001383124	-0.089506652	-0.131838542	-0.003662623	0.028942583	0.137206506	-0.157627479	-0.075410954	-0.176000318	0.01078549	0.045863802	0.078808314	0.099380479	0.187827736	-0.002040903	-0.027931869	0.078887548	0.235052169	0.168215463	0.243262776	0.03681078
YDL036C	0.134425348	0.070678038	0.131368338	-0.425199064	-0.612155878	-0.499426806	-0.354038335	-0.305215227	0.369150003	-0.034291467	0.233585944	0.253903209	0.088070218	-0.051885326	0.053888416	0.02098629	-0.251522507	-0.058924115	0.273537907	0.530971477	0.127533416	0.068835701	0.016779377	-0.081186368	-0.033438322	-0.110531109	-0.211729814	0.112561758	0.180818255	0.206707485	0.293330119
YDL037C	0.201914751	0.036843744	-0.124124425	-0.274162656	-0.1061059	-0.069525796	0.423108161	0.824975221	-0.26910299	0.293019108	0.122496316	0.274998239	-0.193023196	-0.229465407	-0.288458902	-0.070539146	-1.233024767	0.509663091	1.125102248	0.871707975	-0.03860487	-0.276103761	-0.505145212	-1.175319364	-0.844571811	-1.710517301	-1.115120442	1.776566192	1.78497732	0.980598128	0.210898687
