6214	gal0	gal5	gal10	gal15	gal20	gal30	gal45	gal60	gal90	gal120	gal240	gal480	gal720	gal960	gal1200	gal1440	glu0	glu5	glu10	glu15	glu20	glu225	glu25	glu30	glu60	glu120	glu240	glu360	glu480	glu600	glu720
YKL092C	-0.12441512	-0.071502586	-0.278154398	-0.153318237	0.019198479	0.005629225	-0.118394501	0.02279031	-0.15708711	-0.222705431	-0.420296135	-0.354160825	-0.434627302	-0.338713386	-0.198450586	-0.09969216	-0.035745994	0.038997998	-0.1572541	-0.065925206	-0.059711918	-0.023025068	0.015457325	0.000536477	-0.15152469	-0.0185709	-0.229630097	-0.129559411	-0.207577601	-0.161731777	-0.211931168
YKL093W	0.206413564	0.129830166	0.013702576	-0.136149403	-0.062819191	-0.166208766	-0.322721642	-0.135665672	0.039286658	-0.072786971	0.087613901	0.161229078	0.016156938	0.111314003	0.08897618	0.017244284	-0.031366198	0.030072815	0.161426847	-0.072125854	0.04572824	-0.012519227	-0.038147486	-0.179681558	0.026086838	-0.176001843	-0.275396922	0.123264453	0.087484376	0.206421294	0.360645963
YKL094W	0.22881819	0.348476566	0.158975859	0.127578207	0.139139617	0.05571141	-0.103740997	-0.064357476	0.061357757	0.099443389	0.040507343	-0.086909661	-0.163835018	-0.134046893	0.006480605	-0.02886899	0.055999509	0.139131412	0.036696467	0.131155695	0.03195607	0.03634546	0.123213858	0.067374792	-0.116854912	0.142375777	-0.137381508	0.085519874	-0.080593711	0.147841531	0.03596563
YKL095W	0.04917397	-0.082295098	0.004626312	-0.037276156	0.163503247	0.04245196	-1.32E-05	0.057975059	-0.154872519	-0.000570988	-0.198677031	-0.092159583	-0.193838463	0.099383813	0.072016982	-0.076051039	-0.006647234	0.01945248	-0.009526	-0.01041887	0.023999068	0.002696451	-0.012054252	0.046709306	-0.064579533	-0.072301085	-0.212364957	0.0505325	0.103904091	0.154772298	0.055023566
YKL096W	0.240836984	0.296723924	0.145777972	-0.047398572	0.021887755	0.024732086	0.00679274	0.189326001	0.296797533	0.035137886	-0.168953349	-0.690878047	-0.499103801	0.040526579	0.293832856	-0.078282022	0.084370288	-0.020432685	0.031501659	-0.058174279	0.025499083	0.027303436	0.051244549	0.156723624	-0.02067451	0.139522592	-0.520860561	-0.947103001	-1.076996155	-1.091233399	-0.842079267
YKL097C	0.081963093	0.244572382	0.069809679	0.096588702	0.201918319	0.053829791	0.125630792	0.015415882	-0.00109972	-0.02814892	-0.240605911	-0.506708899	-0.474652148	-0.250999015	-0.311401939	-0.37500961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL098W	0.047229393	-0.033548027	-0.016139869	0.081166611	0.149610731	0.028553115	-0.060446034	0.041201438	0.067615777	0.04196317	-0.046502653	-0.147364742	-0.212771932	-0.199845486	-0.16364808	-0.246799249	-0.077068249	-0.241864871	-0.15523037	-0.327187527	-0.225885484	-0.24661407	-0.225412534	-0.161052566	-0.145797511	-0.190340809	-0.250148898	-0.046605487	-0.031165688	-0.108596948	-0.181613834
YKL099C	0.102230021	0.344513445	-0.195876278	-0.457697084	-0.35610013	-0.537971657	-0.338560326	-0.263653492	-0.145386101	-0.212258309	-0.055437755	0.126917189	-0.05437556	0.216095039	-0.048274917	-0.024395553	-0.080292528	-0.053566873	0.101335913	0.060056121	-0.124574804	-0.124588648	-0.131869127	-0.450517379	-0.2848257	0.009351487	-0.230285945	-0.084457904	0.017016584	0.143774456	0.055062857
YKL100C	-0.259866236	-0.397883552	-0.192369372	0.234119619	0.409711203	0.428649528	0.024644676	-0.048667228	-0.103411471	0.018848513	-0.116138367	-0.124475509	-0.238986239	-0.289641908	-0.078496829	-0.048598165	-0.003646014	-0.109155689	-0.151783868	-0.236548352	-0.275133558	-0.192507466	-0.151980599	0.149598972	0.108974628	0.033215646	0.098942151	0.164249192	0.034232146	-0.236122969	-0.058418893
YKL101W	0.20851852	0.367090156	-0.063120274	-0.3245282	-0.442663332	-0.45970726	-0.09062571	0.314407171	0.285377391	-0.014713277	0.073690809	0.11934481	-0.047809013	0.117327992	0.137456646	0.129613406	0.072405459	-0.028248948	0.140911624	0.042073675	-0.00630487	0.052674453	0.099817964	-0.189993105	-0.076670762	0.022448124	-0.188931712	-0.22375278	-0.114993891	-0.033324989	0.053083563
YKL102C	0.501305888	0.472669567	0.071752603	-0.160595084	-0.434944875	-0.652151957	-0.594170804	0.008097032	0.382012705	0.227898407	0.334967104	0.249202327	0.16253376	0.278937055	0.128206823	0.132477908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL103C	-0.227129898	-0.23112914	-0.380090229	-0.217221581	-0.10162214	0.235545383	0.098105892	-0.00032757	0.05633545	0.090049028	0.038267468	0.48131057	0.383451224	0.283478665	0.383160466	0.338863579	-0.096297316	-0.315014986	-0.152027936	-0.428683214	-0.238388728	-0.21927582	-0.16064548	-0.242904096	0.04729407	0.351283479	0.614826056	0.168128735	0.265997994	0.031307556	0.12276392
YKL104C	0.201681825	0.217738309	0.045816248	0.260641446	0.184940661	0.129345438	0.125170505	-0.063699514	-0.015702551	0.028419243	0.373217202	-0.143240496	-0.118894688	0.325631982	0.079508541	0.095804591	0.028420038	0.072953249	0.068277796	0.257039137	0.176646255	0.111480219	0.125299709	0.245064081	-0.046568977	0.062124839	-0.072155395	0.339329799	0.112362635	-0.10782075	0.060760397
YKL105C	-0.621049872	-0.630066457	-0.747415233	-0.137872257	0.017301876	-0.024449187	-0.258900251	-0.157871216	-0.216143706	-0.243575289	-0.43923869	-0.153059163	-0.2035778	-0.053768784	-0.129559662	-0.013574171	-0.245764055	-0.406488938	-0.450649125	-0.338488797	-0.103787852	-0.039136668	0.008398513	0.005048273	-0.129676159	-0.055191276	0.091231955	-0.229164187	-0.289482552	-0.227467357	-0.136978825
YKL106C	0.217098966	0.149160595	0.10780078	-0.414788655	0.25388074	-0.197949776	0.041348185	-0.110141502	-0.138801758	-0.321583567	0.23056018	0.038035116	0.0333439	0.261233378	-0.14855157	-0.068347243	0.04569593	-0.023739711	0.250596175	-0.243088632	0.114737166	0.227745577	0.425637942	0.000366841	0.14296274	0.171481377	-0.112122539	0.167382174	-0.061496425	0.045068829	-0.032134618
YKL106W	0.19137399	0.215679744	-0.257550333	-0.32634057	-0.309566257	-0.089356241	0.062643763	0.19301368	0.207416934	0.218703071	0.183976482	0.147185011	0.103808553	0.198186036	0.193002809	0.173015236	-0.169944872	-0.067001316	-0.0211228	0.126213565	-0.038110798	-0.048206306	-0.048874956	0.009508617	0.063696846	0.013743151	-0.130898483	0.524444997	0.557272232	0.366340937	0.367036402
YKL107W	-0.239947871	-0.056989121	-0.368221898	-0.290019636	-0.113161675	0.253841883	0.316023878	0.258821997	0.217007799	0.117885348	-0.063112537	-0.005808154	-0.059532877	0.183802891	0.069219627	0.02925935	-0.159107266	-0.264224979	-0.187035733	-0.228442683	-0.090240718	-0.062654704	0.019075225	-0.107207807	-0.003948266	0.021786996	0.119035552	-0.098829048	-0.022424266	-0.045835158	-0.033493149
YKL108W	0.142795281	0.012029617	-0.390778033	-0.2577892	-0.078142654	-0.166313235	0.083147713	0.229940717	0.200426036	0.030925254	0.221999989	-0.031445642	0.040762756	0.033979452	0.207380274	0.068580151	0.075579128	0.161785069	0.056231705	0.041377991	-0.07287962	-0.101972679	-0.153208552	-0.186736565	-0.11245137	-0.061618249	-0.00420204	0.062298105	-0.056783233	0.003032142	-0.027141816
YKL109W	0.612684392	0.785971009	0.951261531	0.731832565	0.328454662	0.414174566	-0.00530457	0.157126961	0.023977134	-0.175566147	-0.466707218	-0.745309408	-0.698609225	-0.591788247	-0.496150023	-0.451138572	0.770098028	0.241938174	-0.004873724	-0.455813555	-0.213275877	-0.457790776	-0.443781187	-0.567890791	-0.086768208	0.051205773	0.235651372	-1.059211131	-1.090158707	-1.045557304	-1.301462621
YKL110C	0.027420224	0.076561601	0.137756193	-0.181196732	-0.03271725	-0.47968203	-0.270699015	-0.166182778	-0.20374508	-0.087456026	0.177979275	0.199106991	0.028451651	0.005018185	0.038090055	0.107298249	-0.124096999	0.039159996	0.1014547	0.167746415	0.151658433	0.042321839	-0.024596681	-0.05564382	-0.062846925	0.10896839	0.07154193	0.32143165	0.363599067	0.424565968	0.293750619
YKL111C	0.137469596	0.276760135	0.085949832	-0.225544193	-0.616655135	0.140660876	-0.281847472	0.017336149	-0.035732296	0.130400905	-0.140216479	-0.313492188	-0.261142266	-1.460224336	-0.300071015	-0.323078307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL112W	-0.008527494	-0.080177235	-0.436902966	-0.670199879	-0.754625005	-0.719624498	-0.290032528	-0.019402544	0.106385621	0.095028612	0.040040078	0.022644965	0.024082523	-0.043691587	0.021927141	-0.039892455	-0.048094979	0.208641331	0.007062858	-0.088764439	-0.148891812	-0.039984	0.048077566	-0.022519299	-0.087584795	-0.05902777	-0.116159	0.166589491	0.114283057	0.103180038	0.136148753
YKL113C	0.446559182	0.30071731	-0.240651906	-1.018292546	-1.522851513	-0.699472658	0.312527351	0.789435855	0.706509339	0.227702412	0.596436128	0.47820455	0.721186696	0.593524005	0.610033568	0.391914163	0.014657605	0.237014507	0.116414213	-0.067872459	-0.005829571	-0.039341297	0.053261085	-0.082710932	0.102826394	0.267687214	-0.087652456	0.054160778	0.230404306	0.227377009	0.166867997
YKL114C	-0.011410054	0.085995934	-0.157806303	-0.428577741	-0.383785148	-0.317934706	-0.186643792	0.046344767	-0.072663962	-0.026290083	0.009342522	-0.111422445	-0.200766954	-0.181362283	-0.060663358	-0.075196533	0.038035998	0.072287755	0.006955363	0.027977164	-0.021067493	0.002746499	0.011316857	-0.014563483	-0.018730501	-0.106939738	-0.037665178	-0.110481906	-0.217543681	-0.250873934	-0.195965123
YKL115C	0.172002903	0.074549447	0.032688221	0.08849224	-0.317294397	0.138445167	0.123953995	0.208329748	-0.143405703	0.181901553	0.113589318	0.174108224	0.345980959	0.155833001	0.064026562	0.07077565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL116C	-0.021175924	-0.080980338	-0.09410033	-0.336519326	-0.239333782	-0.089196956	0.084879237	0.075373051	0.029297131	-0.023951404	-0.014970048	0.041698482	-0.119925879	-0.135344337	-0.070770181	-0.034827638	-0.098561585	0.055701274	-0.024487619	-0.135255378	-0.040159192	-0.050317671	-0.044819321	-0.102072306	-0.056150981	-0.203322065	-0.20472075	0.141738354	0.264430454	0.135253737	0.056603493
YKL117W	0.167143029	0.18596514	0.030699243	0.129085075	0.372891825	0.554219496	0.519819869	0.405262854	0.29760472	0.164964085	0.157639435	-0.097886202	0.058672142	0.136330973	0.144295409	0.111912672	0.221236156	0.207677466	0.14512795	0.125544045	0.109367563	0.174572227	0.180659571	-0.021898945	0.099715135	0.377781137	0.001059455	-0.07120002	-0.128292799	-0.334442518	-0.076562766
YKL118W	0.290986244	-0.070336111	0.253626316	0.233672021	0.192468836	0.053160803	0.124288568	-0.011465369	0.012067276	0.043539879	-0.092452694	-0.106486837	0.08537809	0.299707955	0.018452637	-0.032071802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL119C	0.090013569	0.065241106	0.129358873	0.016378968	0.125862657	0.260362372	-0.078981432	0.082877629	-0.112101821	-0.215795441	-0.092672821	-0.154221871	-0.189183765	-0.004533811	0.018159222	-0.021590175	-0.110764981	-0.157701587	-0.138248945	-0.192247135	-0.191649423	-0.068163697	0.092378579	0.031685108	-0.084306937	0.070924031	-0.090374823	-0.170521557	-0.252253098	-0.31676942	-0.289228822
YKL120W	0.272670463	0.271631023	-0.194884382	-0.594398319	-0.758838123	-0.011578753	-0.079305813	-0.125466462	-0.018412407	-0.119032143	-0.481047594	0.284835147	0.705949401	0.438041756	0.291392757	0.042445568	0.108810468	0.235262537	0.393300967	0.363624198	0.300147146	0.246576473	0.20341645	0.152393725	0.033248978	-0.327116289	0.15266537	0.799915623	0.821626182	0.623193221	0.609660284
YKL121W	-0.215418324	-0.247394488	0.134262125	0.720212132	0.723215439	0.474227351	0.209582785	-0.076652843	-0.088099033	-0.094297425	-0.05529331	-0.176559676	-0.002381256	-0.106997786	-0.111134129	-0.050599216	0.102617485	0.29223085	-0.141611106	-0.291542043	-0.016493708	0.204277618	0.335806232	0.162365273	0.197260663	0.327586381	0.477042279	-0.25797262	-0.355557085	-0.28616565	-0.498775137
YKL122C	-0.253057266	-0.093643318	-0.243960904	-0.517326876	-0.425554831	-0.428450077	-0.303859749	-0.140684322	0.023330486	0.003010709	0.172882125	0.195440293	0.036469828	0.143444684	0.257140027	0.25647681	-0.160701674	-0.020233655	0.132230692	0.044242967	0.093097659	-0.004376366	-0.116484008	0.004771369	0.053093136	0.297301575	0.367091473	-0.140184396	-0.305417931	-0.087095945	0.043199835
YKL123W	0.024657138	-0.070832689	0.209290695	0.409059702	0.327899755	0.363586241	0.120822826	-0.100415634	-0.019142089	0.017256611	0.093326764	0.050548723	0.186957556	0.086274237	0.075694053	0.058142708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL124W	-0.035188419	-0.039710936	-0.079028167	-0.012894411	0.039692682	-0.182185329	-0.367805336	-0.206327948	-0.209696146	-0.096082998	-0.15023077	0.220204127	0.121065972	0.137374903	0.01962292	0.046531495	-0.004809238	-0.104427466	-0.107726461	-0.073309779	-0.008472321	-0.037067154	-0.006260544	-0.092012946	-0.028438886	-0.162813354	0.13379672	0.343278349	0.457797691	0.33452633	0.314249079
YKL125W	0.405028447	0.219689546	0.257311817	0.184890666	-0.037890048	0.032470669	-0.08031085	-0.070383665	0.096512561	0.104470766	0.152617667	0.393530747	0.464969227	0.431942362	0.235667943	0.190483667	0.146535181	0.301473728	0.186038456	-0.037448075	0.271983113	0.312219139	0.420229843	0.162301044	0.201284634	0.171173376	0.169348857	0.261536963	0.484430768	0.41520595	0.300286555
YKL126W	-0.028525348	-0.030499186	0.06012776	0.047816748	0.144998579	0.066980015	-0.035128255	-0.141456554	-0.222107098	-0.110591579	-0.160182315	0.182334534	0.084931821	0.042367556	-0.053169386	0.053483861	0.14007286	-0.002437037	0.017947458	-0.009857804	-0.112086932	-0.066554972	0.024698365	-0.107556971	-0.016077754	-0.032401829	0.079917806	0.198299388	0.184476567	0.120231199	0.174439578
YKL127W	0.452006603	0.259538728	0.259900811	0.176624223	0.00102715	0.0485068	-0.048883184	0.04853986	0.270974387	0.054928648	0.256465976	0.525606916	0.562905196	0.565778078	0.368624019	0.161672163	-1.050114954	-1.364714415	-1.10283309	-1.531840652	-0.965093936	-1.420431958	-1.710232419	-1.428067344	-0.922111115	-0.576307333	-1.1140535	0.430912771	0.604225914	0.528682832	0.320995693
YKL128C	-0.315162033	-0.333896514	-0.303930098	-0.01469901	0.153211087	0.043244684	-0.172086733	-0.120507979	0.123894637	-0.004854858	-0.037061454	0.255859984	0.316913777	0.248891585	0.24062277	0.272351328	-0.085037767	-0.212671424	-0.125807746	-0.063538014	-0.228774496	-0.156815346	-0.150148848	-0.118958897	0.120163706	-0.018822015	0.383347109	0.860105501	0.900997613	0.582070569	0.470300866
YKL129C	-0.467099018	-0.357536725	-0.354301076	-0.080238774	0.130676776	0.160498906	0.038062612	0.070130723	0.179507396	0.176745088	-0.027076819	0.248819436	0.129312969	0.290493987	0.218936078	0.261930821	-0.039079579	-0.262175052	-0.251645211	-0.294460271	-0.054576248	0.031430756	0.12173863	0.085753151	0.327499854	0.167392119	0.545036114	0.200172966	0.223401785	0.211988224	0.140173231
YKL130C	-0.09172421	0.092217954	-0.073990111	-0.189922802	-0.326387293	-0.251167748	-0.108450705	0.018133787	0.150036951	-0.070843372	-0.019641649	0.028943702	0.029049107	-0.07158655	0.079075289	0.014094951	-0.076521173	-0.080228173	-0.047446062	0.181647593	-0.051020847	-0.089204975	-0.104113707	-0.130320426	-0.062656569	0.049617257	-0.04616213	-0.03721646	0.102682633	0.095393788	0.106912546
YKL131W	-0.259921978	0.028999645	-0.118406355	-0.08456466	-0.350218662	-0.233086943	-0.130693108	-0.295930102	0.101499325	-0.432839971	-0.412075173	-0.244458631	-0.514680884	-0.512550937	-0.216617761	-0.242816977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL132C	-0.006172328	-0.140943515	0.06486016	0.03105806	0.005986253	-0.045297491	0.008711622	0.089852775	0.009754325	-0.083092556	0.083991954	0.246038371	0.197068639	-0.142058113	-0.015765765	0.076137151	-0.380938754	-0.316968694	-0.364080648	-0.187975388	-0.250018987	-0.214218184	-0.221628657	-0.066532992	0.145639844	0.038538103	-0.020872172	0.382236684	0.355084172	0.422206519	0.321742565
YKL133C	-0.059490633	0.012650514	0.37781611	0.697916535	0.715985376	0.545299846	-0.107769231	-0.295390575	-0.4636218	-0.526931984	-0.588113744	-0.524208043	-0.51901347	-0.515358101	-0.560449578	-0.411515152	0.0678784	-0.229866636	-0.156494617	-0.285431629	-0.137611266	-0.082203495	-0.003225077	-0.121385894	-0.366293213	-0.167077216	-0.250076213	-0.399838666	-0.306742039	-0.332839977	-0.383379727
YKL134C	0.339363923	0.042441741	0.445237214	0.330387618	0.472113575	0.042504369	0.009947101	-0.247750249	-0.245198477	-0.258177254	-0.515047841	-0.49291594	-0.531602281	-0.583900292	-0.402001807	-0.609441499	0.278410362	0.320484105	0.126643395	0.036983133	0.032434082	-0.034048758	-0.096567365	-0.075547006	-0.173342068	-0.248588609	-0.327716989	-0.356779628	-0.338783778	-0.377695708	-0.472086892
YKL135C	0.174547434	0.146568785	0.015530543	0.113978324	0.096052088	0.081355491	-0.140880022	-0.101300171	-0.122789332	-0.222585319	-0.193630589	0.071617371	0.076749098	0.146064326	-0.023419338	0.001857325	0.127941662	-0.063923001	0.006754374	-0.109482665	0.02696775	-0.020590183	0.06526927	-0.026316631	-0.073660118	-0.028820513	-0.042129535	0.106854794	0.124188296	0.231728421	0.138995905
YKL136W	0.25877149	-0.071375477	0.107875162	0.073714326	0.035829409	-0.033312834	-0.098537657	-0.283940804	-0.256878244	-0.228046363	-0.534728011	-0.342945565	-0.349739436	-0.074079044	-0.437667961	-0.36477658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL137W	0.273664198	0.23047655	0.197322387	0.331891088	0.176145988	0.269507655	0.022141484	-0.111015271	-0.091230708	-0.28613386	-0.314755087	-0.094435666	0.028528047	0.130894246	-0.130942146	-0.027017509	0.256151789	0.016400029	-0.00142766	-0.036132515	0.078439467	0.008564817	0.135452521	-0.016101311	0.004472005	-0.148082883	-0.078235632	0.09744186	0.204079783	0.207808181	0.115477593
YKL138C	0.198839008	0.100065479	0.20237675	0.200806436	0.188068178	0.214784248	0.2442496	0.20020973	0.085816319	0.016376111	0.000313193	0.060132551	0.088854278	0.176602805	0.098663351	0.060233674	0.110051815	0.225870453	0.109542396	0.040584927	0.045796223	0.113336058	0.102660845	-0.055295604	0.088927996	0.072088997	0.129105361	-0.03747911	0.036114958	0.013077523	0.024864891
YKL139W	0.107415145	0.147048228	-0.138742231	-0.215697467	-0.366560401	-0.058377646	-0.177124357	0.013793339	0.053335868	-0.066288235	0.034157811	-0.100066987	0.021855017	0.228022672	-0.027987277	0.014300555	-0.113754784	0.049999094	0.075193558	-0.016370967	-0.149965883	-0.081342165	0.083436162	-0.100227505	-0.033877226	-0.012016613	-0.250449597	-0.156618139	-0.071496213	-0.085172491	-0.078291839
YKL140W	-0.372381912	-0.568185287	-0.28412481	-0.382876776	-0.160672675	-0.315843612	-0.235622209	-0.171400728	-0.070240418	-0.066563593	-0.088010852	0.495574794	0.461692611	0.568615466	0.309019827	0.301614335	-0.126721534	-0.170478644	-0.136989576	-0.151877635	-0.084899327	-0.09629578	-0.114706079	-0.175277705	0.070539328	-0.116691186	0.528543188	0.8140546	0.979368006	0.790887518	0.510883181
YKL141W	-0.066407211	0.009892152	-0.008164095	0.202098156	0.24966784	0.498737376	0.331253883	0.285650194	0.589214253	0.462107178	0.22685435	0.034492011	0.102917908	0.156920846	0.117775957	0.172452939	-0.045016508	-0.124844125	-0.151806104	-0.233292442	-0.086844894	0.067260973	0.246676147	0.196873545	0.432840418	0.12159582	0.240420181	0.185481403	0.095262942	0.144242504	0.048326408
YKL142W	-0.338902297	-0.333471195	0.023173515	0.14660707	0.525306451	0.53875118	0.149032457	-0.108824359	-0.358494163	-0.410860958	-0.32459126	-0.289252441	-0.424560772	-0.132307249	-0.092099745	-0.125791251	0.204715909	0.002848329	-0.234340241	-0.465284815	-0.224982097	-0.306692761	-0.341030855	-0.326748044	0.083850821	0.05139979	0.277030386	-0.387811776	-0.498789534	-0.338715749	-0.317813418
YKL143W	0.854942483	0.97010371	0.597931255	0.210136111	-0.345766573	-0.469816894	-0.511989426	-0.022934178	0.455967814	0.298386948	0.398844941	0.183375475	0.249924488	0.140611875	-0.091196761	0.003678537	-0.149274719	0.271893593	0.361129444	0.361076175	0.098839511	0.000104268	-0.079816537	-0.4379292	-0.157492179	0.1102876	-0.527197595	0.253052472	0.433761461	0.465502207	0.336779474
YKL144C	0.066474348	0.245756126	0.15655644	0.044272569	-0.315267676	-0.521435174	-0.218486901	-0.014230653	0.291729399	0.283823553	0.051489801	-0.210434912	-0.156294804	-0.129629052	-0.108930112	-0.051941252	-0.123731339	0.027507038	0.101203459	0.155611173	-0.005074751	-0.091264975	-0.184960074	-0.115164195	-0.16399955	-0.147313412	-0.383567414	0.170546583	0.200304667	0.108971303	0.114962189
YKL145W	-0.053191045	0.074543647	-0.018530857	0.202420245	0.164445667	0.340415438	0.546620292	0.237523496	0.013983856	-0.055315117	-0.214862437	-0.142462067	-0.05987247	-0.110023789	-0.113117514	-0.103344269	0.261311441	0.185696278	0.095422364	0.117145221	0.18969343	0.242537393	0.289785977	0.229614114	0.107464031	0.264331403	-0.078384769	-0.52045068	-0.518968491	-0.501340493	-0.227354213
YKL146W	0.040701578	0.047801021	0.138304854	0.361745335	0.357503725	0.165931982	-0.006571341	-0.118603077	-0.237779851	-0.426843627	-0.272257434	-0.251690791	-0.295063387	-0.221302949	-0.263640596	-0.172971356	0.223420828	-0.006331449	-0.079523678	-0.159536463	-0.034159563	-0.100817523	-0.127866107	-0.019640433	-0.137622297	-0.044453846	-0.069628662	-0.061265242	-0.028562523	-0.013741635	-0.104023669
YKL147C	-0.000359384	0.17448199	0.057409159	0.389841568	0.401486601	0.433648638	0.027104846	-0.183392025	-0.233180109	-0.386994648	-0.517290764	-0.296429299	-0.237495011	-0.150230593	-0.330063846	-0.303085546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL148C	0.087854973	0.109843019	0.378173575	0.711100119	0.796693837	0.670732236	0.153227296	-0.08188258	-0.272840857	-0.624173252	-0.584012634	-0.582791389	-0.603179566	-0.448993254	-0.488867873	-0.407550569	0.335937564	0.172624591	0.140918345	-0.00582893	0.101634072	-0.077913715	-0.178469291	-0.184768151	-0.206065337	-0.195787368	-0.09496588	-0.084001025	-0.077518491	-0.13045334	-0.069016656
YKL149C	0.368099344	0.393993784	0.304571512	0.592300907	0.376238065	0.363872282	0.369408043	0.034788178	0.078877021	0.088587481	-0.217086397	-0.182690218	-0.113901103	-0.044543882	-0.301789168	-0.240034672	0.067326399	-0.105916929	-0.148579532	-0.213841414	-0.123010399	-0.134043405	-0.098440881	-0.212254833	-0.085846236	-0.293974927	-0.110256234	-0.052104592	0.071946979	0.041579306	0.124642209
YKL150W	0.338713455	0.422522328	0.529941194	0.652404785	0.731487139	0.697857366	0.244356565	0.054170243	-0.054287087	-0.084626426	-0.163534079	-0.531221262	-0.463344128	-0.349915763	-0.463461876	-0.433841576	0.311949391	0.159564481	0.190537079	0.125942988	0.223572293	0.067746083	-0.058703337	-0.035051122	-0.341321053	-0.173628897	-0.264528173	-0.242736951	-0.194406685	-0.110009846	-0.181045005
YKL151C	-0.063661372	-0.139639321	-0.170335846	0.016922598	0.177917362	0.297709673	0.082172413	-0.048834775	0.334957888	0.497785233	0.303396638	0.102062446	0.057553433	-0.001065675	0.049227756	0.09604045	0.046313537	-0.13693641	0.032879618	-0.236704884	0.043085365	-0.031434255	-0.049396882	-0.14655766	0.072008816	0.157138255	0.175398466	-0.187702898	-0.204256959	-0.146476627	-0.034027592
YKL152C	-0.494605394	-0.526637505	-0.489208482	-0.562545761	-0.395942017	-0.210372214	0.252223202	0.537316837	0.667125643	0.710982855	0.321317889	0.138366031	0.303563425	0.373854666	0.441591331	0.474975294	-0.359740079	-0.418352419	-0.326930291	-0.186389689	0.008518966	-0.018882464	0.00229686	0.210413981	0.45314428	0.023813873	0.222697164	0.191740769	0.141880865	0.055680437	0.089198356
YKL153W	-0.305071063	-0.15499335	-0.569593361	-0.441209063	-0.371858572	-0.124132487	-0.073185221	0.033843272	0.407138514	0.549555434	0.137066981	0.0068159	-0.002945839	0.038163659	0.026873609	0.089676537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL154W	-0.414311017	-0.295747708	-0.410649255	-0.275630213	-0.239830653	-0.06488491	0.254072933	0.552555678	0.803923414	1.198203789	0.710244951	0.32657977	0.316497117	0.344909199	0.46339057	0.543387508	-0.081441431	-0.199357745	-0.098514553	0.213086948	0.29522596	0.30945241	0.317082657	0.416802678	0.709761458	0.29006684	0.184512378	0.366371743	0.323796309	0.322231368	0.317014735
YKL155C	0.361055476	0.316715989	0.148901639	0.281000024	0.04091076	0.220704224	0.30154769	0.022708704	-0.29171611	-0.440302163	-0.329733857	-0.251075231	-0.30732812	-0.213286332	-0.131493714	-0.211131572	0.333563438	0.463043557	0.284342239	0.224944514	0.041828326	0.020832812	0.014126742	-0.154567518	-0.181393188	-0.258343763	-0.253536639	-0.839564172	-0.921451012	-0.761500961	-0.75694488
YKL156W	0.639095829	0.610597552	0.367409835	-0.240502207	-0.624874207	-0.65765317	0.062413013	0.391621244	0.439226467	0.279202222	0.571143019	0.276436758	0.358962684	0.371744699	0.484014224	0.343717133	0.301968336	0.338523966	0.421009308	0.335425616	0.224056308	0.073357464	-0.048689232	-0.135968367	0.059856152	0.179609155	-0.035238364	0.065393954	0.089755157	0.238731465	0.188983868
YKL157W	0.127242883	0.08481133	0.115567652	0.245927968	0.249436872	0.224028138	0.128236279	0.019499149	-0.095730998	-0.058185015	-0.13489853	-0.076830294	-0.114289251	-0.063403359	-0.188266397	-0.083665792	0.154979806	0.087637122	-0.037636983	-0.087510581	-0.051119643	-0.059947707	0.102875101	-0.074126875	-0.056945912	-0.092806636	-0.118605155	-0.084625	-0.083124551	0.065313405	-0.057734612
YKL159C	0.227489155	0.165015055	0.135109696	0.253975841	0.21520679	0.375281639	0.106217824	0.177652007	0.228388404	0.160773608	-0.053283499	-0.325391578	-0.246445809	-0.150755733	0.022431078	-0.142962533	-0.074095067	0.053574791	-0.043602198	-0.102155343	-0.034385594	-0.003643526	0.062315632	0.015116447	0.027474457	-0.150028266	-0.091053938	-0.353255341	-0.300516145	-0.189660707	-0.215232851
YKL160W	-0.18000956	-0.16035523	-0.026877873	-0.105343159	0.198468596	0.113443971	0.071582656	0.116656972	-0.029591666	-0.152727123	-0.027814299	-0.071116728	-0.075734313	0.012863517	0.107382418	0.005078189	-0.013522928	0.067185141	0.100131238	0.091000381	0.049178592	-0.040314712	-0.077201296	-0.260017746	-0.153644709	-0.144277677	-0.083723327	-0.263381377	-0.406872042	-0.19661991	-0.116460549
YKL161C	0.111438941	0.079282573	0.107894504	0.512000117	0.330586351	0.551913643	0.227939349	0.369307589	0.411806777	0.385747532	-0.100615071	-0.234474324	0.060695073	0.076308047	0.347675296	0.177211173	0.097058099	-0.038642775	-0.082776369	-0.121141953	-0.143036743	-0.073101958	-0.010329946	0.002891085	0.164392528	0.14348431	0.366929794	-0.134672673	-0.016039821	-0.114585881	-0.217150726
